y_trust2005,y_trust2006,y_trust2007,y_trust2008,x_age2005,x_age2006,x_age2007,x_age2008,x_male2005,x_male2006,x_male2007,x_male2008,d_threat2005,d_threat2006,d_threat2007,d_threat2008,x_education2005,x_education2006,x_education2007,x_education2008,x_income2005,x_income2006,x_income2007,x_income2008,idpers
9,8,7,8,49,50,51,52,0,0,0,0,0,0,0,0,10,10,10,10,0,1,0,0,12235
8,7,8,8,47,48,49,50,1,1,1,1,0,0,0,0,7,7,7,7,3,3,3,3,12236
9,8,8,8,16,17,18,19,1,1,1,1,1,1,1,0,0,0,0,6,NA,0,0,0,12237
NA,8,1,10,13,14,15,16,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,0,12238
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12239
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12240
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12241
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12242
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12243
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12244
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12245
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12246
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12247
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12248
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12249
NA,NA,6,8,NA,NA,73,74,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,0,NA,12250
NA,NA,NA,NA,NA,43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,12251
NA,7,NA,NA,NA,38,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,12252
NA,NA,NA,NA,NA,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12253
NA,NA,NA,NA,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12254
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12256
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12258
8,7,7,7,45,46,47,48,1,1,1,1,0,0,0,0,8,8,8,8,2,2,2,2,12259
10,7,5,10,45,46,47,48,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,12260
8,8,8,6,64,65,66,67,1,1,1,1,0,0,0,0,8,8,8,8,0,0,0,0,12261
7,6,7,6,64,65,66,67,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12262
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12263
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12264
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12265
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12266
NA,0,7,5,NA,59,60,61,NA,0,0,0,NA,0,0,0,NA,4,4,4,NA,NA,1,2,12267
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12268
NA,0,0,NA,80,81,82,NA,1,1,1,NA,NA,0,0,NA,4,4,4,NA,NA,NA,NA,NA,12269
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12270
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12271
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12272
5,8,6,7,74,75,76,77,1,1,1,1,0,0,0,0,9,9,9,9,NA,NA,NA,NA,12273
NA,NA,NA,NA,72,73,74,75,0,0,0,0,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12274
NA,7,8,6,46,47,48,49,1,1,1,1,NA,0,0,0,3,3,3,3,NA,3,3,2,12275
NA,NA,NA,NA,45,46,47,48,0,0,0,0,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,12276
6,6,7,NA,18,19,20,21,1,1,1,1,0,0,0,NA,1,1,1,1,0,NA,0,NA,12277
NA,10,10,NA,15,16,17,18,0,0,0,0,NA,0,0,NA,0,1,2,2,NA,0,0,NA,12278
NA,NA,NA,NA,11,12,13,14,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12279
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12280
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12281
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12282
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12283
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12284
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12285
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12286
NA,NA,NA,NA,NA,32,33,34,NA,0,0,0,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,12287
NA,10,5,2,NA,37,38,39,NA,1,1,1,NA,0,0,0,NA,6,6,6,NA,NA,NA,NA,12288
NA,NA,NA,NA,NA,7,8,9,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,12289
NA,NA,NA,NA,NA,5,6,7,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12290
0,3,5,4,77,78,79,80,0,0,0,0,0,0,0,0,2,2,2,2,NA,NA,NA,NA,12291
4,4,5,6,76,77,78,79,1,1,1,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12292
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12293
6,7,6,7,65,66,67,68,0,0,0,0,0,0,0,0,5,5,5,5,NA,NA,NA,NA,12294
5,7,6,8,56,57,58,59,1,1,1,1,0,0,0,0,7,7,7,7,2,2,2,2,12295
5,8,7,6,67,68,69,70,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12296
7,6,7,10,67,68,69,70,1,1,1,1,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12297
NA,NA,3,7,NA,NA,38,39,NA,NA,1,1,NA,NA,0,0,NA,NA,7,7,NA,NA,3,3,12298
NA,NA,NA,NA,NA,NA,64,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12299
NA,NA,NA,NA,NA,NA,63,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12300
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12301
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12302
7,7,NA,9,42,43,NA,45,1,1,NA,1,0,0,NA,0,7,7,NA,7,3,3,NA,3,12303
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12304
6,7,6,7,59,60,61,62,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,12305
10,8,10,10,38,39,40,41,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,12306
4,NA,4,NA,60,61,62,NA,1,1,1,NA,0,NA,0,NA,4,4,4,NA,NA,NA,NA,NA,12307
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12308
NA,NA,5,1,NA,NA,51,52,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,0,0,12309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12310
8,NA,NA,NA,60,61,NA,NA,1,1,NA,NA,0,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,12311
5,5,NA,NA,48,49,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,NA,NA,12312
NA,NA,NA,NA,22,23,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12313
NA,NA,NA,NA,21,22,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,12314
NA,NA,NA,NA,18,19,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,12315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12316
8,9,9,10,45,46,47,48,1,1,1,1,0,0,0,0,10,10,10,10,3,3,3,3,12317
9,10,9,9,41,42,43,44,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,0,0,12318
NA,NA,NA,NA,10,11,12,13,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12319
NA,NA,NA,NA,8,9,10,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,12320
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12321
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12322
5,8,NA,NA,53,54,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,NA,NA,12323
6,NA,NA,NA,49,50,NA,NA,1,1,NA,NA,0,NA,NA,NA,7,7,NA,NA,2,NA,NA,NA,12324
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12325
7,7,NA,NA,21,22,NA,NA,0,0,NA,NA,0,0,NA,NA,4,4,NA,NA,1,1,NA,NA,12326
7,5,NA,NA,20,21,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,1,NA,NA,12327
5,6,NA,NA,77,78,NA,NA,1,1,NA,NA,0,0,NA,NA,4,4,NA,NA,NA,NA,NA,NA,12328
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12329
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12330
7,8,8,8,62,63,64,65,1,1,1,1,0,0,0,0,2,2,2,2,3,3,NA,NA,12331
4,5,7,4,62,63,64,65,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12332
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12334
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12335
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12336
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12337
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12338
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12339
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12340
8,5,NA,5,38,39,40,41,0,0,0,0,0,0,0,0,4,4,4,4,1,1,0,1,12341
NA,NA,NA,NA,35,36,37,38,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12342
NA,NA,5,5,12,13,14,15,0,0,0,0,NA,NA,0,0,1,1,1,1,NA,NA,NA,NA,12343
NA,NA,NA,NA,8,9,10,11,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,12344
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12345
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12346
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12347
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12348
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12349
5,7,6,5,68,69,70,71,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12350
NA,NA,NA,NA,67,68,69,70,1,1,1,1,NA,NA,NA,NA,4,4,4,1,NA,NA,NA,NA,12351
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12352
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12353
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12354
NA,7,7,7,66,67,68,69,1,1,1,1,NA,0,0,0,4,4,4,4,NA,NA,NA,NA,12355
9,NA,10,10,31,32,33,34,1,1,1,1,0,NA,0,0,4,4,4,4,2,NA,2,2,12356
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12357
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12358
0,0,2,2,61,62,63,64,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,12359
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12360
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12361
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12362
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12363
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12364
7,7,7,6,47,48,49,50,0,0,0,0,0,0,0,0,4,4,4,4,2,3,3,3,12365
6,5,8,7,61,62,63,64,0,0,0,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,12366
8,8,8,6,59,60,61,62,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,12367
8,10,7,8,70,71,72,73,0,0,0,0,0,0,0,0,2,2,2,2,0,NA,0,0,12368
7,7,5,5,74,75,76,77,0,0,0,0,0,1,0,0,4,4,4,4,NA,NA,NA,NA,12369
10,8,9,3,72,73,74,75,1,1,1,1,0,0,0,0,2,2,2,2,NA,NA,NA,NA,12370
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12371
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12372
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12374
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12375
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12376
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12377
10,8,8,9,77,78,79,80,0,0,0,0,0,0,0,0,2,2,2,2,NA,NA,NA,NA,12378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12379
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12380
NA,NA,NA,NA,NA,NA,83,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,12381
NA,NA,NA,NA,NA,NA,76,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12382
8,9,8,8,41,42,43,44,0,0,0,0,0,0,0,0,6,6,6,6,NA,NA,NA,NA,12383
7,7,8,6,40,41,42,43,1,1,1,1,0,0,0,0,9,9,9,9,3,3,3,3,12384
NA,NA,NA,6,11,12,13,14,0,0,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,12385
NA,NA,NA,NA,10,11,12,13,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12386
NA,NA,NA,NA,7,8,9,10,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12387
7,NA,6,7,74,NA,76,77,1,NA,1,1,0,NA,0,0,10,NA,10,10,NA,NA,NA,NA,12388
NA,NA,NA,NA,73,NA,75,76,0,NA,0,0,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,12389
7,7,6,7,53,54,55,56,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,12390
NA,NA,NA,NA,52,53,54,55,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12391
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12392
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12393
NA,NA,1,5,NA,NA,65,66,NA,NA,0,0,NA,NA,0,0,NA,NA,7,7,NA,NA,NA,0,12394
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12395
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12396
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12397
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12398
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12399
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12401
4,7,6,6,40,41,42,43,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,12402
5,5,8,NA,29,30,31,32,0,0,0,0,0,0,0,NA,4,4,4,4,0,NA,NA,NA,12403
NA,NA,NA,NA,40,41,42,43,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12404
8,7,7,9,36,37,38,39,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,NA,12405
2,1,2,4,16,17,18,19,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,12406
NA,NA,0,NA,12,13,14,15,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,12407
NA,NA,NA,NA,9,10,11,12,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12408
10,6,8,8,55,56,57,58,1,1,1,1,0,0,0,0,4,4,4,4,2,2,1,NA,12409
8,7,8,7,41,42,43,44,0,0,0,0,0,0,0,0,9,9,9,9,1,1,1,1,12410
8,8,8,7,56,57,58,59,1,1,1,1,0,0,0,0,7,7,7,7,1,1,NA,NA,12411
6,8,7,7,55,56,57,58,0,0,0,0,0,0,0,0,4,4,4,4,NA,0,NA,NA,12412
8,7,7,5,48,49,50,51,0,0,0,0,0,0,0,0,10,10,10,10,3,3,3,3,12413
8,8,8,10,48,49,50,51,1,1,1,1,1,0,1,1,10,10,10,10,0,0,0,0,12414
7,6,NA,8,18,19,20,21,0,0,0,0,0,0,NA,0,6,6,6,6,NA,0,NA,0,12415
6,7,7,7,16,17,18,19,1,1,1,1,0,0,0,0,0,0,6,6,NA,NA,NA,0,12416
NA,NA,NA,NA,50,51,52,53,1,1,1,1,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,12417
7,8,7,8,48,49,50,51,0,0,0,0,0,0,0,NA,1,1,1,1,NA,NA,NA,NA,12418
8,9,9,8,21,22,23,24,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,2,12419
NA,NA,NA,NA,19,20,21,22,1,1,1,1,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,12420
NA,NA,NA,9,12,13,14,15,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,12421
NA,NA,NA,NA,10,11,12,13,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12422
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12424
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12425
NA,NA,5,NA,NA,NA,61,62,NA,NA,0,0,NA,NA,0,1,NA,NA,7,7,NA,NA,3,3,12426
NA,NA,10,NA,80,81,82,83,1,1,1,1,NA,NA,0,NA,1,1,1,1,NA,NA,NA,NA,12427
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12428
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12429
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12430
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12431
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12432
NA,NA,NA,NA,31,32,33,34,1,1,1,1,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,12433
NA,6,8,7,30,31,32,33,0,0,0,0,NA,0,0,0,4,4,4,4,NA,0,0,0,12434
NA,NA,NA,NA,6,7,8,9,1,1,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12435
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12436
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12437
5,7,6,6,43,44,45,46,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,12438
NA,NA,5,6,42,43,44,45,1,1,1,1,NA,NA,0,0,7,7,7,7,NA,NA,3,2,12439
8,10,10,5,14,15,16,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12440
NA,NA,7,7,12,13,14,15,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,12441
5,8,5,7,45,46,47,48,1,1,1,1,0,0,0,0,8,8,8,8,3,3,3,3,12442
10,9,9,8,42,43,44,45,0,0,0,0,0,0,0,0,5,5,5,5,NA,NA,NA,NA,12443
